Layer,Duration (seconds)
total_output,1.3932027999999264
total_hidden,4.7887747999993735
total_training_0,5.746434200000294
total_output,1.3886989000002359
total_hidden,4.791518999998516
total_training_1,5.775536999999531
total_output,1.3665488000006007
total_hidden,4.813102800000706
total_training_2,5.7597452999998495
total_output,1.4008320000011736
total_hidden,4.828423700000712
total_training_3,5.770157400000244
total_output,1.4102774999992107
total_hidden,4.86735409999892
total_training_4,5.816873199999463
total_output,1.406847199999902
total_hidden,4.880511199999091
total_training_5,5.856954199998654
total_output,1.4135157999990042
total_hidden,4.868824000001041
total_training_6,5.833926300001622
total_output,1.3833559000013338
total_hidden,4.827775700001439
total_training_7,5.811093199999959
total_output,1.3849100999996153
total_hidden,4.845988199998828
total_training_8,5.808415600000444
total_output,1.4044214000005013
total_hidden,4.784583600001497
total_training_9,5.751848899999459
total_output,1.406588499999998
total_hidden,4.811809000000721
total_training_10,5.782304000000295
total_output,1.3890118999988772
total_hidden,4.786589500001355
total_training_11,5.73897930000021
total_output,1.3764891000009811
total_hidden,4.838417799999661
total_training_12,5.800661900000705
total_output,1.4276198999996268
total_hidden,4.819393399999171
total_training_13,5.7811451999987185
total_output,1.419788500001232
total_hidden,4.855663300000742
total_training_14,5.804171699999642
80_40_execution_time,86.88412099999914
