Layer,Duration (seconds)
total_output,1.3789302999994106
total_hidden,4.821540800001458
total_training_0,5.7812456999999995
total_output,1.3626323000007687
total_hidden,4.804733200000555
total_training_1,5.778191199999128
total_output,1.3917199999996228
total_hidden,4.831682699999874
total_training_2,5.808788500000446
total_output,1.3480270000000019
total_hidden,4.811856899999839
total_training_3,5.774716300000364
total_output,1.3824780000013561
total_hidden,4.809440400000312
total_training_4,5.7398339999999735
total_output,1.3810045000009268
total_hidden,4.803386600000522
total_training_5,6.450276900000972
total_output,1.3457233999997698
total_hidden,4.792511900001045
total_training_6,5.705715499998405
total_output,1.386378400000467
total_hidden,4.811571100000947
total_training_7,5.745556100000613
total_output,1.3810475999998744
total_hidden,4.826837700000397
total_training_8,5.751142500001151
total_output,1.3907710000003135
total_hidden,4.850752399999692
total_training_9,5.80007839999962
total_output,1.3853533000001335
total_hidden,4.781735299999127
total_training_10,5.716986399998859
total_output,1.3608389000000898
total_hidden,4.865403199999491
total_training_11,5.788595100000748
total_output,1.3877030000003288
total_hidden,4.84774010000001
total_training_12,5.766424100000222
total_output,1.3762131999992562
total_hidden,4.823996799999804
total_training_13,5.772820899999715
total_output,1.376459299999624
total_hidden,4.846152000000075
total_training_14,5.803496900000027
40_80_execution_time,87.22156399999949
