Layer,Duration (seconds)
total_output,1.5008478999989165
total_hidden,1.609422399997129
total_training_0,3.110274099999515
total_output,1.495153500000015
total_hidden,1.6272261000012804
total_training_1,3.122381299999688
total_output,1.4943138000016916
total_hidden,1.6142160999988846
total_training_2,3.108532499998546
total_output,1.4893074999999953
total_hidden,1.6222968000001856
total_training_3,3.1116056999999273
total_output,1.5002515999985917
total_hidden,1.6118610999983503
total_training_4,3.112114300001849
total_output,1.505388800000219
total_hidden,1.6154176000018197
total_training_5,3.1208082000011927
total_output,1.519258100001025
total_hidden,1.6344979999994393
total_training_6,3.153757600000972
total_output,1.508121900002152
total_hidden,1.6186884999988251
total_training_7,3.126813899998524
total_output,1.5015949000007822
total_hidden,1.612819000001764
total_training_8,3.1144156999980623
total_output,1.5066394000023138
total_hidden,1.614332100001775
total_training_9,3.120974899997236
total_output,1.4879228999998304
total_hidden,1.6206351000000723
total_training_10,3.108560099997703
total_output,1.4985720999975456
total_hidden,1.6222249000020383
total_training_11,3.1207985000000917
total_output,1.498584300003131
total_hidden,1.622257200000604
total_training_12,3.1208430000006047
total_output,1.5381631000018388
total_hidden,1.6381280000023253
total_training_13,3.176293499996973
total_output,1.4898217000009026
total_hidden,1.620689699997456
total_training_14,3.1105128999988665
500_20_execution_time,46.869029299999966
