Layer,Duration (seconds)
total_output,0.12369630000102916
total_hidden,0.1303537999992841
total_training_0,0.25405209999735234
total_output,0.1230716999998549
total_hidden,0.1330816000008781
total_training_1,0.25615509999988717
total_output,0.12624289999803295
total_hidden,0.13187739999921178
total_training_2,0.25812170000062906
total_output,0.12276289999863366
total_hidden,0.13457449999987148
total_training_3,0.2573396000007051
total_output,0.12570449999839184
total_hidden,0.13180329999886453
total_training_4,0.25750909999987925
total_output,0.12242089999926975
total_hidden,0.13564880000194535
total_training_5,0.2580731000016385
total_output,0.12432099999932689
total_hidden,0.13066279999839026
total_training_6,0.25498529999822495
total_output,0.12260680000326829
total_hidden,0.13250569999945583
total_training_7,0.2551136999973096
total_output,0.12216740000076243
total_hidden,0.13046449999819743
total_training_8,0.25263360000099055
total_output,0.12302090000230237
total_hidden,0.13714169999730075
total_training_9,0.2601637999978266
total_output,0.12369459999899846
total_hidden,0.13115999999718042
total_training_10,0.2548567000012554
total_output,0.12256740000157151
total_hidden,0.13119240000014543
total_training_11,0.2537611999978253
total_output,0.12280519999694661
total_hidden,0.12936330000229646
total_training_12,0.2521698999989894
total_output,0.12619579999955022
total_hidden,0.138037799999438
total_training_13,0.2642363999984809
total_output,0.12288289999924018
total_hidden,0.1307273999991594
total_training_14,0.2536117999989074
40_20_execution_time,3.8709206999992603
