Layer,Duration (seconds)
total_output,0.5776150999990932
total_hidden,0.6364233999993303
total_training_0,1.5592055000015534
total_output,0.5729433000014978
total_hidden,0.6169848000026832
total_training_1,1.5413058000012825
total_output,0.564908700001979
total_hidden,0.6090749999966647
total_training_2,1.5316261000007216
total_output,0.5590325000011944
total_hidden,0.6228254000016022
total_training_3,1.5367764000002353
total_output,0.5770131000026595
total_hidden,0.6119962999982818
total_training_4,1.5346639999988838
total_output,0.568072599999141
total_hidden,0.6335089999993215
total_training_5,1.5595209000020986
total_output,0.5598643999983324
total_hidden,0.6218327999995381
total_training_6,1.5523637000005692
total_output,0.560330200001772
total_hidden,0.620547999998962
total_training_7,1.540021999997407
total_output,0.5791834999981802
total_hidden,0.6111180999978387
total_training_8,1.5338575000023411
total_output,0.5649880999990273
total_hidden,0.627246500000183
total_training_9,1.5515027999972517
total_output,0.5797664999990957
total_hidden,0.638983000000735
total_training_10,1.5553945999999996
total_output,0.5661801000023843
total_hidden,0.6237445000006119
total_training_11,1.547077300001547
total_output,0.5641470000009576
total_hidden,0.620920199999091
total_training_12,1.5352903999992122
total_output,0.5952644999997574
total_hidden,0.6161547000010614
total_training_13,1.5388056999981927
total_output,0.5646721000011894
total_hidden,0.6199226999997336
total_training_14,1.5344805999993696
40_100_execution_time,23.193205700001272
